INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,streetlights_within_10_m
202033326,3114,,INVESTIGATE PROPERTY,B3,447,1,2020-05-13 23:56:00,2020,5,Wednesday,23,,ATHELWOLD ST,42.2961820262077,-71.0764196850198,"(42.2961820262077, -71.0764196850198)",1
202033336,3114,,INVESTIGATE PROPERTY,E13, ,1,2020-05-14 02:13:00,2020,5,Thursday,2,,HORAN WAY,42.3254753635475,-71.1025348193956,"(42.3254753635475, -71.1025348193956)",0
202033554,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2020-05-14 22:25:00,2020,5,Thursday,22,,"WESTVIEW WAY & AMES ST
DORCHESTER  MA 02124
UNITED",42.2898560284702,-71.083774948923,"(42.2898560284702, -71.083774948923)",1
202033591,423,,ASSAULT - AGGRAVATED,B2,565,1,2020-05-15 03:30:00,2020,5,Friday,3,,TREMONT ST,42.332096215157,-71.0986055745464,"(42.332096215157, -71.0986055745464)",0
202033592,3114,,INVESTIGATE PROPERTY,C11,357,1,2020-05-15 04:08:00,2020,5,Friday,4,,"CLAYBOURNE ST & TONAWANDA ST
DORCHESTER  MA 02124
",42.2974449604227,-71.0714860389555,"(42.2974449604227, -71.0714860389555)",1
202033593,2662,,BALLISTICS EVIDENCE/FOUND,B2,305,1,2020-05-15 04:24:00,2020,5,Friday,4,,"MARTIN LUTHER KING JR BLVD & WASHINGTON ST
ROXBURY",42.3216590132776,-71.0919590369414,"(42.3216590132776, -71.0919590369414)",0
202034035,3114,,INVESTIGATE PROPERTY,E18,529,1,2020-05-16 21:05:00,2020,5,Saturday,21,,"DANNY RD & REYNOLD RD
HYDE PARK  MA 02136
UNITED S",42.2410689853088,-71.1371669742793,"(42.2410689853088, -71.1371669742793)",0
202034060,3114,,INVESTIGATE PROPERTY,E18,526,1,2020-05-16 23:55:00,2020,5,Saturday,23,,STANBRO ST,42.2345284181496,-71.1292835235553,"(42.2345284181496, -71.1292835235553)",0
202034209,3114,,INVESTIGATE PROPERTY,C11,400,1,2020-05-17 20:20:00,2020,5,Sunday,20,,WASHINGTON ST,42.2858112095702,-71.071154825849,"(42.2858112095702, -71.071154825849)",2
202034471,2662,,BALLISTICS EVIDENCE/FOUND,C11,403,1,2020-05-18 22:12:00,2020,5,Monday,22,,WASHINGTON ST,42.2791378547232,-71.0697063494533,"(42.2791378547232, -71.0697063494533)",0
202034497,2662,,BALLISTICS EVIDENCE/FOUND,B2,298,1,2020-05-19 01:08:00,2020,5,Tuesday,1,,ROCKLAND ST,42.3222705679144,-71.0874574114021,"(42.3222705679144, -71.0874574114021)",1
202034701,3114,,INVESTIGATE PROPERTY,B3,418,1,2020-05-19 20:01:00,2020,5,Tuesday,20,,MAXWELL ST,42.2822057894115,-71.0779187104914,"(42.2822057894115, -71.0779187104914)",1
202034718,3114,,INVESTIGATE PROPERTY,A7,22,1,2020-05-19 22:21:00,2020,5,Tuesday,22,,HAVRE ST,42.3762268758252,-71.0343972819722,"(42.3762268758252, -71.0343972819722)",0
202034728,3114,,INVESTIGATE PROPERTY,C11,336,1,2020-05-19 23:31:00,2020,5,Tuesday,23,,HAMILTON ST,42.308168787341,-71.0696486064016,"(42.308168787341, -71.0696486064016)",1
202034741,3114,,INVESTIGATE PROPERTY,B2,297,1,2020-05-20 00:00:00,2020,5,Wednesday,0,,WALNUT AVE,42.3221734779989,-71.0850671076223,"(42.3221734779989, -71.0850671076223)",0
202034933,3114,,INVESTIGATE PROPERTY,B3,431,1,2020-05-20 21:23:00,2020,5,Wednesday,21,,CALLENDER ST,42.2878539341055,-71.0867968440985,"(42.2878539341055, -71.0867968440985)",0
202034940,423,,ASSAULT - AGGRAVATED,E5, ,1,2020-05-20 22:29:00,2020,5,Wednesday,22,,"BLUE LEDGE DR & WASHINGTON ST
ROSLINDALE  MA 02131",42.2768809856226,-71.1386570176384,"(42.2768809856226, -71.1386570176384)",0
202034950,3114,,INVESTIGATE PROPERTY,E5,660,1,2020-05-20 23:26:00,2020,5,Wednesday,23,,PRESIDENT RD,42.2944216976314,-71.1386160160184,"(42.2944216976314, -71.1386160160184)",0
202034962,423,,ASSAULT - AGGRAVATED,E18,480,1,2020-05-21 01:33:00,2020,5,Thursday,1,,RICHMERE RD,42.2691459335725,-71.1014611166762,"(42.2691459335725, -71.1014611166762)",0
202035190,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,912,1,2020-05-21 21:59:00,2020,5,Thursday,21,,CENTRE ST,42.32283758703,-71.1009672251263,"(42.32283758703, -71.1009672251263)",0
202035191,3114,,INVESTIGATE PROPERTY,B3,438,1,2020-05-21 22:36:00,2020,5,Thursday,22,,MILLET ST,42.2909810083829,-71.0758934811888,"(42.2909810083829, -71.0758934811888)",1
202035198,3115,,INVESTIGATE PERSON,B3,432,1,2020-05-21 23:09:00,2020,5,Thursday,23,,"DUMAS ST & MASCOT ST
DORCHESTER  MA 02124
UNITED S",42.2847550306769,-71.0847280057982,"(42.2847550306769, -71.0847280057982)",1
202035213,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,465,1,2020-05-22 00:15:00,2020,5,Friday,0,,"LIVINGSTONE ST & BLUE HILL AVE
DORCHESTER  MA 0212",42.2853270331458,-71.0909619626822,"(42.2853270331458, -71.0909619626822)",0
202035230,3115,,INVESTIGATE PERSON,E5, ,1,2020-05-22 02:35:00,2020,5,Friday,2,,BROOKWAY RD,42.2939668819817,-71.1189396425342,"(42.2939668819817, -71.1189396425342)",1
202035228,3114,,INVESTIGATE PROPERTY,B3, ,1,2020-05-22 02:56:00,2020,5,Friday,2,,GLENWAY ST,42.3001897867635,-71.0824426078514,"(42.3001897867635, -71.0824426078514)",2
202035457,1402,,VANDALISM,B3,459,1,2020-05-22 20:37:00,2020,5,Friday,20,,POWELLTON RD,42.3045082947475,-71.0807587105815,"(42.3045082947475, -71.0807587105815)",1
202035471,3114,,INVESTIGATE PROPERTY,E18,536,1,2020-05-22 21:20:00,2020,5,Friday,21,,"DIETZ RD & WHARTON CT
HYDE PARK  MA 02136
UNITED S",42.2511849847607,-71.1426379821618,"(42.2511849847607, -71.1426379821618)",0
202035483,2662,,BALLISTICS EVIDENCE/FOUND,,361,1,2020-05-22 21:59:00,2020,5,Friday,21,,MATHER ST,42.2946263980308,-71.0622399656251,"(42.2946263980308, -71.0622399656251)",0
202035491,423,,ASSAULT - AGGRAVATED,D4,911,1,2020-05-22 22:30:00,2020,5,Friday,22,,"58 ALBERT ST
BOSTON  MA 02120
UNITED STATES",42.3347377896674,-71.0919708427934,"(42.3347377896674, -71.0919708427934)",1
202035501,3114,,INVESTIGATE PROPERTY,C11,366,1,2020-05-22 23:40:00,2020,5,Friday,23,,ADAMS ST,42.2910835286123,-71.0569299815153,"(42.2910835286123, -71.0569299815153)",2
202035502,3114,,INVESTIGATE PROPERTY,B3,409,1,2020-05-22 23:55:00,2020,5,Friday,23,,IDAHO ST,42.2727638511347,-71.0763063800883,"(42.2727638511347, -71.0763063800883)",0
202035521,423,,ASSAULT - AGGRAVATED,B2,182,1,2020-05-23 01:59:00,2020,5,Saturday,1,,ALBION ST,42.3220383978616,-71.0714039618749,"(42.3220383978616, -71.0714039618749)",1
202035731,3115,,INVESTIGATE PERSON,B3,444,1,2020-05-24 00:05:00,2020,5,Sunday,0,,ABBOT ST,42.2968616236314,-71.0858418295072,"(42.2968616236314, -71.0858418295072)",0
202035748,3114,,INVESTIGATE PROPERTY,B3,452,1,2020-05-24 01:03:00,2020,5,Sunday,1,,KENBERMA RD,42.2957402154612,-71.0732263749333,"(42.2957402154612, -71.0732263749333)",1
202035887,3114,,INVESTIGATE PROPERTY,C11, ,1,2020-05-24 20:48:00,2020,5,Sunday,20,,"GREENBRIER ST & PARK ST
BOSTON  MA 02124
UNITED ST",42.2959829950541,-71.0702660301757,"(42.2959829950541, -71.0702660301757)",0
202035912,423,,ASSAULT - AGGRAVATED,B3,289,1,2020-05-24 21:49:00,2020,5,Sunday,21,,VESTA RD,42.2960628027148,-71.0866479482577,"(42.2960628027148, -71.0866479482577)",1
202035919,423,,ASSAULT - AGGRAVATED,B3,454,1,2020-05-24 21:52:00,2020,5,Sunday,21,,HARVARD AVE,42.3001358035199,-71.0756334418864,"(42.3001358035199, -71.0756334418864)",1
202035936,423,,ASSAULT - AGGRAVATED,B2, ,1,2020-05-24 23:50:00,2020,5,Sunday,23,,"WALNUT AVE & CIRCUIT ST
BOSTON  MA 02119
UNITED ST",42.3239590372697,-71.0834610345743,"(42.3239590372697, -71.0834610345743)",2
202035951,3114,,INVESTIGATE PROPERTY,D14,794,1,2020-05-25 04:21:00,2020,5,Monday,4,,GREYLOCK RD,42.3504270784797,-71.1349606485751,"(42.3504270784797, -71.1349606485751)",0
202036113,3114,,INVESTIGATE PROPERTY,B2,584,1,2020-05-25 22:16:00,2020,5,Monday,22,,FISHER AVE,42.3275693621653,-71.1018169109272,"(42.3275693621653, -71.1018169109272)",1
202036117,3114,,INVESTIGATE PROPERTY,E18, ,1,2020-05-25 22:47:00,2020,5,Monday,22,,"MOUNT HOPE ST & CANTERBURY ST
ROSLINDALE  MA 02131",42.2815839713997,-71.1136209910913,"(42.2815839713997, -71.1136209910913)",0
202036120,3114,,INVESTIGATE PROPERTY,B2,182,1,2020-05-25 23:21:00,2020,5,Monday,23,,ALBION ST,42.3220383978616,-71.0714039618749,"(42.3220383978616, -71.0714039618749)",1
202036383,3114,,INVESTIGATE PROPERTY,B2,325,1,2020-05-26 21:00:00,2020,5,Tuesday,21,,WOODCLIFF ST,42.3161024125839,-71.0775619879324,"(42.3161024125839, -71.0775619879324)",1
202036651,3114,,INVESTIGATE PROPERTY,B3,444,1,2020-05-27 23:12:00,2020,5,Wednesday,23,,WALES ST,42.297520972793,-71.0850229144802,"(42.297520972793, -71.0850229144802)",1
202036660,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,289,1,2020-05-27 23:55:00,2020,5,Wednesday,23,,AMES ST,42.2904146601821,-71.0864331229523,"(42.2904146601821, -71.0864331229523)",1
202036664,423,,ASSAULT - AGGRAVATED,C6,177,1,2020-05-28 01:26:00,2020,5,Thursday,1,,NEWMARKET SQ,42.3293815938713,-71.067044180625,"(42.3293815938713, -71.067044180625)",0
202036950,3114,,INVESTIGATE PROPERTY,C11, ,1,2020-05-28 22:21:00,2020,5,Thursday,22,,"PLEASANT ST & SAWYER AVE
DORCHESTER  MA 02125
UNIT",42.312776966819,-71.0588940190608,"(42.312776966819, -71.0588940190608)",0
202036955,423,,ASSAULT - AGGRAVATED,C11,340,1,2020-05-28 22:37:00,2020,5,Thursday,22,,DRAPER ST,42.3054071480068,-71.0654713515291,"(42.3054071480068, -71.0654713515291)",1
202036968,2662,,BALLISTICS EVIDENCE/FOUND,C11,342,1,2020-05-28 23:24:00,2020,5,Thursday,23,,LEVANT ST,42.3032249032737,-71.0703924700277,"(42.3032249032737, -71.0703924700277)",1
202036987,423,,ASSAULT - AGGRAVATED,C11,337,1,2020-05-29 02:45:00,2020,5,Friday,2,,OLNEY ST,42.3055302329035,-71.0710263599693,"(42.3055302329035, -71.0710263599693)",1
202037278,423,,ASSAULT - AGGRAVATED,B3,429,1,2020-05-30 02:09:00,2020,5,Saturday,2,,MOUNTAIN AVE,42.2853816720099,-71.0854625282365,"(42.2853816720099, -71.0854625282365)",0
202037277,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,295,1,2020-05-30 02:10:00,2020,5,Saturday,2,,CIRCUIT ST,42.3234805190849,-71.0860167800527,"(42.3234805190849, -71.0860167800527)",0
202037282,2905,,VAL - VIOLATION OF AUTO LAW,B3,432,1,2020-05-30 02:12:00,2020,5,Saturday,2,,BALLOU AVE,42.2870726178268,-71.080824473598,"(42.2870726178268, -71.080824473598)",1
202037524,1402,,VANDALISM,B2,314,1,2020-05-30 21:28:00,2020,5,Saturday,21,,HOWLAND ST,42.3144484035842,-71.0899341813071,"(42.3144484035842, -71.0899341813071)",1
202037531,3114,,INVESTIGATE PROPERTY,B2,586,1,2020-05-30 22:03:00,2020,5,Saturday,22,,PARKER ST,42.3275408012468,-71.0995001291157,"(42.3275408012468, -71.0995001291157)",0
202037553,3114,,INVESTIGATE PROPERTY,C11,345,1,2020-05-30 23:52:00,2020,5,Saturday,23,,TOPLIFF ST,42.3028478185636,-71.0680898503415,"(42.3028478185636, -71.0680898503415)",1
202037551,3114,,INVESTIGATE PROPERTY,B2,265,1,2020-05-30 23:55:00,2020,5,Saturday,23,,"BLUE HILL AVE & W COTTAGE ST
ROXBURY  MA 02119
UNI",42.3204489853956,-71.0777680127969,"(42.3204489853956, -71.0777680127969)",1
202037577,3114,,INVESTIGATE PROPERTY,B3, ,1,2020-05-31 03:06:00,2020,5,Sunday,3,,HARWOOD ST,42.2857650977467,-71.0876324472022,"(42.2857650977467, -71.0876324472022)",1
202038002,2662,,BALLISTICS EVIDENCE/FOUND,A1,120,1,2020-05-31 21:00:00,2020,5,Sunday,21,,BOYLSTON ST,42.3520464009111,-71.0699252323693,"(42.3520464009111, -71.0699252323693)",1
202037769,423,,ASSAULT - AGGRAVATED,D4, ,1,2020-05-31 21:06:00,2020,5,Sunday,21,,LATTIMORE CT,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)",1
202037828,423,,ASSAULT - AGGRAVATED,D4,289,1,2020-06-01 03:08:00,2020,6,Monday,3,,"BOYLSTON ST & ARLINGTON ST
BOSTON  MA 02116
UNITED",42.3518929714836,-71.0706810363932,"(42.3518929714836, -71.0706810363932)",0
202037842,3114,,INVESTIGATE PROPERTY,B2,182,1,2020-06-01 04:19:00,2020,6,Monday,4,,DUDLEY ST,42.3229726063864,-71.0731731285856,"(42.3229726063864, -71.0731731285856)",0
202037865,423,,ASSAULT - AGGRAVATED,D4, ,1,2020-06-01 05:17:00,2020,6,Monday,5,,"COMMONWEALTH AVENUE & MASSACHUSETTS AVE
BOSTON  MA",42.3492829662153,-71.0887189566962,"(42.3492829662153, -71.0887189566962)",0
202038121,423,,ASSAULT - AGGRAVATED,B3,427,1,2020-06-01 21:08:00,2020,6,Monday,21,,ASTORIA ST,42.2791384061075,-71.0879708990336,"(42.2791384061075, -71.0879708990336)",0
202038150,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,419,1,2020-06-01 23:02:00,2020,6,Monday,23,,CAPEN ST,42.2800181744282,-71.078370486291,"(42.2800181744282, -71.078370486291)",0
202038185,2662,,BALLISTICS EVIDENCE/FOUND,B3,455,1,2020-06-02 03:23:00,2020,6,Tuesday,3,,NORWELL ST,42.300277963449,-71.0788396186788,"(42.300277963449, -71.0788396186788)",1
202038193,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-06-02 04:30:00,2020,6,Tuesday,4,,HOWARD AVE,42.3187717191504,-71.0735711918148,"(42.3187717191504, -71.0735711918148)",1
202038422,423,,ASSAULT - AGGRAVATED,C11,242,1,2020-06-02 21:03:00,2020,6,Tuesday,21,,SUMNER ST,42.3161984897281,-71.06264211732,"(42.3161984897281, -71.06264211732)",1
202038427,423,,ASSAULT - AGGRAVATED,D4,157,1,2020-06-02 21:31:00,2020,6,Tuesday,21,,AGUADILLA ST,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)",1
202038433,3114,,INVESTIGATE PROPERTY,C11,396,1,2020-06-02 22:41:00,2020,6,Tuesday,22,,CENTRE ST,42.2921432709689,-71.0652277786118,"(42.2921432709689, -71.0652277786118)",0
202038448,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2020-06-03 01:19:00,2020,6,Wednesday,1,,LOUIS D BROWN WAY,42.3009331260919,-71.0693463755203,"(42.3009331260919, -71.0693463755203)",0
202038701,3114,,INVESTIGATE PROPERTY,D14,784,1,2020-06-03 21:50:00,2020,6,Wednesday,21,,COMMONWEALTH AVE,42.3482274130573,-71.1407526216696,"(42.3482274130573, -71.1407526216696)",1
202038704,2662,,BALLISTICS EVIDENCE/FOUND,B2,237,1,2020-06-03 22:09:00,2020,6,Wednesday,22,,CAWFIELD ST,42.3199314834625,-71.0636897810727,"(42.3199314834625, -71.0636897810727)",0
202038707,423,,ASSAULT - AGGRAVATED,B3,445,1,2020-06-03 22:11:00,2020,6,Wednesday,22,,BRENTON ST,42.2976054630799,-71.0802492362579,"(42.2976054630799, -71.0802492362579)",1
202038700,3114,,INVESTIGATE PROPERTY,E18,541,1,2020-06-03 22:15:00,2020,6,Wednesday,22,,RIVER ST,42.2533033949896,-71.1297180558524,"(42.2533033949896, -71.1297180558524)",1
202038748,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,450,1,2020-06-04 02:29:00,2020,6,Thursday,2,,WHITFIELD ST,42.2916907918036,-71.0744725846268,"(42.2916907918036, -71.0744725846268)",1
202039017,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C11,345,1,2020-06-04 22:43:00,2020,6,Thursday,22,,"50 DRAPER ST
DORCHESTER  MA 02122
UNITED STATES",42.3028706435632,-71.0639924892649,"(42.3028706435632, -71.0639924892649)",1
202039034,3114,,INVESTIGATE PROPERTY,C11,459,1,2020-06-05 00:58:00,2020,6,Friday,0,,"COLUMBIA RD & WASHINGTON ST
DORCHESTER  MA 02121
U",42.3054350060689,-71.0805780370567,"(42.3054350060689, -71.0805780370567)",0
202039037,1402,,VANDALISM,B3,457,1,2020-06-05 01:05:00,2020,6,Friday,1,,CHARLOTTE ST,42.2994421545507,-71.0848974823286,"(42.2994421545507, -71.0848974823286)",0
202039054,3114,,INVESTIGATE PROPERTY,B2,311,1,2020-06-05 01:39:00,2020,6,Friday,1,,BLUE HILL AVE,42.3149050573075,-71.0786670153241,"(42.3149050573075, -71.0786670153241)",0
202039056,3114,,INVESTIGATE PROPERTY,B3,449,1,2020-06-05 02:50:00,2020,6,Friday,2,,TALBOT AVE,42.2910625494264,-71.0748721107139,"(42.2910625494264, -71.0748721107139)",2
202039289,423,,ASSAULT - AGGRAVATED,C11,336,1,2020-06-05 22:25:00,2020,6,Friday,22,,NORTON ST,42.3062652070571,-71.0686455563551,"(42.3062652070571, -71.0686455563551)",1
202039292,3114,,INVESTIGATE PROPERTY,E13,579,1,2020-06-05 22:43:00,2020,6,Friday,22,,CHESTNUT AVE,42.3223912275663,-71.101964483715,"(42.3223912275663, -71.101964483715)",1
202039300,423,,ASSAULT - AGGRAVATED,B2, ,1,2020-06-05 23:16:00,2020,6,Friday,23,,"DALE ST & WARREN ST
ROXBURY  MA 02119
UNITED STATE",42.3207510112895,-71.081700990129,"(42.3207510112895, -71.081700990129)",0
202039320,3114,,INVESTIGATE PROPERTY,C11,332,1,2020-06-06 01:32:00,2020,6,Saturday,1,,STANLEY ST,42.311199340137,-71.0682735260356,"(42.311199340137, -71.0682735260356)",1
202039504,3114,,INVESTIGATE PROPERTY,A7,26,1,2020-06-06 21:42:00,2020,6,Saturday,21,,BORDER ST,42.3822915451446,-71.0403642428448,"(42.3822915451446, -71.0403642428448)",0
202039519,423,,ASSAULT - AGGRAVATED,B2, ,1,2020-06-06 23:21:00,2020,6,Saturday,23,,INTERVALE ST,42.3106659582753,-71.0777599968242,"(42.3106659582753, -71.0777599968242)",1
202039527,3114,,INVESTIGATE PROPERTY,D14,784,1,2020-06-07 00:16:00,2020,6,Sunday,0,,WASHINGTON ST,42.3449996276489,-71.1450781881297,"(42.3449996276489, -71.1450781881297)",0
202039542,1402,,VANDALISM,B3,465,1,2020-06-07 01:11:00,2020,6,Sunday,1,,BAIRD ST,42.2857498620568,-71.0921533377998,"(42.2857498620568, -71.0921533377998)",1
202039538,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-06-07 01:56:00,2020,6,Sunday,1,,BLUE HILL AVE,42.3195687879271,-71.0777626370633,"(42.3195687879271, -71.0777626370633)",0
202039732,1402,,VANDALISM,B3,432,1,2020-06-07 23:40:00,2020,6,Sunday,23,,MASCOT ST,42.2853902196764,-71.0845772951683,"(42.2853902196764, -71.0845772951683)",0
202039750,3114,,INVESTIGATE PROPERTY,B2,331,1,2020-06-08 00:31:00,2020,6,Monday,0,,COLUMBIA RD,42.3132389574639,-71.0682220637651,"(42.3132389574639, -71.0682220637651)",1
202040145,2662,,BALLISTICS EVIDENCE/FOUND,E13,578,1,2020-06-08 23:00:00,2020,6,Monday,23,,FORBES ST,42.3211829028787,-71.1068278005667,"(42.3211829028787, -71.1068278005667)",1
202040062,3114,,INVESTIGATE PROPERTY,B3, ,1,2020-06-09 00:57:00,2020,6,Tuesday,0,,"NORFOLK ST & MILTON AVE
DORCHESTER  MA 02124
UNITE",42.2871260210981,-71.0788539673646,"(42.2871260210981, -71.0788539673646)",2
202040314,423,,ASSAULT - AGGRAVATED,D4,157,1,2020-06-09 23:15:00,2020,6,Tuesday,23,,W BROOKLINE ST,42.3408639027442,-71.0739972548996,"(42.3408639027442, -71.0739972548996)",2
202040329,3114,,INVESTIGATE PROPERTY,C11,257,1,2020-06-10 01:03:00,2020,6,Wednesday,1,,UPHAM AVE,42.3153693205582,-71.0657741183022,"(42.3153693205582, -71.0657741183022)",1
202040533,3114,,INVESTIGATE PROPERTY,C11,337,1,2020-06-10 21:05:00,2020,6,Wednesday,21,,GENEVA AVE,42.3050694547424,-71.0763325273809,"(42.3050694547424, -71.0763325273809)",2
202040546,3114,,INVESTIGATE PROPERTY,D14, ,1,2020-06-10 21:44:00,2020,6,Wednesday,21,,"CHISWICK RD & BRAEMORE RD
BRIGHTON  MA 02135
UNITE",42.3382739882214,-71.1506830593353,"(42.3382739882214, -71.1506830593353)",0
202040541,423,,ASSAULT - AGGRAVATED,B3,417,1,2020-06-10 22:03:00,2020,6,Wednesday,22,,ARMANDINE ST,42.2843148582015,-71.074108382081,"(42.2843148582015, -71.074108382081)",1
202040882,3114,,INVESTIGATE PROPERTY,C11, ,1,2020-06-11 21:55:00,2020,6,Thursday,21,,ADAMS ST,42.3078206022724,-71.0633669627582,"(42.3078206022724, -71.0633669627582)",0
202041415,1402,,VANDALISM,B2,279,1,2020-06-11 22:30:00,2020,6,Thursday,22,,ZEIGLER ST,42.3289819267826,-71.0795676130516,"(42.3289819267826, -71.0795676130516)",1
202040908,3114,,INVESTIGATE PROPERTY,E13,303,1,2020-06-12 00:26:00,2020,6,Friday,0,,ERNST ST,42.3183208913244,-71.0993480987115,"(42.3183208913244, -71.0993480987115)",0
202040910,3114,,INVESTIGATE PROPERTY,B2,264,1,2020-06-12 01:09:00,2020,6,Friday,1,,"BLUE HILL AVE & WAVERLY ST
ROXBURY  MA 02119
UNITE",42.3198729787425,-71.0777689434473,"(42.3198729787425, -71.0777689434473)",1
202040922,423,,ASSAULT - AGGRAVATED,D4,157,1,2020-06-12 03:12:00,2020,6,Friday,3,,AGUADILLA ST,42.3411663205822,-71.0753769366621,"(42.3411663205822, -71.0753769366621)",2
202041168,3114,,INVESTIGATE PROPERTY,E18,489,1,2020-06-12 22:36:00,2020,6,Friday,22,,WOOD AVE,42.2669320250086,-71.1113840116561,"(42.2669320250086, -71.1113840116561)",0
202041196,3114,,INVESTIGATE PROPERTY,C11,344,1,2020-06-12 23:56:00,2020,6,Friday,23,,WESTVILLE ST,42.3006303404132,-71.0688801589404,"(42.3006303404132, -71.0688801589404)",1
202041211,423,,ASSAULT - AGGRAVATED,B2,316,1,2020-06-13 01:54:00,2020,6,Saturday,1,,WALNUT AVE,42.3163375393521,-71.0932691485224,"(42.3163375393521, -71.0932691485224)",1
202041235,423,,ASSAULT - AGGRAVATED,B2,180,1,2020-06-13 04:30:00,2020,6,Saturday,4,,HAMPDEN ST,42.3280172802358,-71.0751159525934,"(42.3280172802358, -71.0751159525934)",0
202041438,423,,ASSAULT - AGGRAVATED,C11,416,1,2020-06-13 21:59:00,2020,6,Saturday,21,,WASHINGTON ST,42.2816473478215,-71.0711184782648,"(42.2816473478215, -71.0711184782648)",2
202041454,423,,ASSAULT - AGGRAVATED,D4,275,1,2020-06-13 22:33:00,2020,6,Saturday,22,,WINDSOR ST,42.3350348095262,-71.082402480627,"(42.3350348095262, -71.082402480627)",2
202041487,3114,,INVESTIGATE PROPERTY,C11, ,1,2020-06-14 03:28:00,2020,6,Sunday,3,,CLAYBOURNE ST,42.2980899163928,-71.0717866659607,"(42.2980899163928, -71.0717866659607)",1
202041672,3114,,INVESTIGATE PROPERTY,A7,30,1,2020-06-14 22:37:00,2020,6,Sunday,22,,LUBEC ST,42.3705136251691,-71.0333602174488,"(42.3705136251691, -71.0333602174488)",0
202041686,3115,,INVESTIGATE PERSON,E5,668,1,2020-06-15 00:54:00,2020,6,Monday,0,,KITTREDGE ST,42.277700482734,-71.1337725450554,"(42.277700482734, -71.1337725450554)",0
202041699,3114,,INVESTIGATE PROPERTY,D4,284,1,2020-06-15 02:57:00,2020,6,Monday,2,,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.340647968512,-71.0817479739454,"(42.340647968512, -71.0817479739454)",0
202041944,423,,ASSAULT - AGGRAVATED,E5,910,1,2020-06-15 22:02:00,2020,6,Monday,22,,MERCEDES VW,42.2775311740076,-71.1366718763986,"(42.2775311740076, -71.1366718763986)",1
202041973,2662,,BALLISTICS EVIDENCE/FOUND,B2,263,1,2020-06-16 00:43:00,2020,6,Tuesday,0,,DENNIS ST,42.3230195497446,-71.0748142806475,"(42.3230195497446, -71.0748142806475)",0
202042211,1402,,VANDALISM,B2,263,1,2020-06-16 20:21:00,2020,6,Tuesday,20,,"DENNIS ST & MORELAND ST
DORCHESTER  MA 02119
UNITE",42.3223839978265,-71.0754229951248,"(42.3223839978265, -71.0754229951248)",4
202042240,2662,,BALLISTICS EVIDENCE/FOUND,B2,901,1,2020-06-16 22:43:00,2020,6,Tuesday,22,,HORADAN WAY,42.3330185852637,-71.0962463103307,"(42.3330185852637, -71.0962463103307)",0
202042259,1402,,VANDALISM,E18,493,1,2020-06-17 00:37:00,2020,6,Wednesday,0,,FRAZER ST,42.2627350450819,-71.1107828657762,"(42.2627350450819, -71.1107828657762)",0
202042476,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,451,1,2020-06-17 20:15:00,2020,6,Wednesday,20,,WHEATLAND AVE,42.2935027150423,-71.073448615678,"(42.2935027150423, -71.073448615678)",1
202042497,423,,ASSAULT - AGGRAVATED,C11,358,1,2020-06-17 21:57:00,2020,6,Wednesday,21,,CLAYBOURNE ST,42.2965319198442,-71.0712591569634,"(42.2965319198442, -71.0712591569634)",0
202042520,3114,,INVESTIGATE PROPERTY,B2,308,1,2020-06-17 22:49:00,2020,6,Wednesday,22,,HAROLD ST,42.3184598592298,-71.0893289574995,"(42.3184598592298, -71.0893289574995)",1
